unnamed:_0_level_0_rk,player,team,market_value,unnamed:_2_level_0_nation,position,age,unnamed:_6_level_0_born,playing_time_mp,playing_time_starts,minutes,nineties,goals,assists,g+a,g-pk,pk,pkatt,crdy_x,crdr_x,xg,npxg,xag,npxg+xag,progression_prgc,progression_prgp,progression_prgr,goals_per90,assists_per90,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,xg_per90,xag_per90,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,unnamed:_36_level_0_matches,gls,sh,sot,sotpct,sh_90,sot_90,g_sh,g_sot,dist,fk,pk.1,pkatt.1,xg_alt,npxg_y,npxg_sh,g-xg,np:g-xg,total_cmp,total_att,total_cmppct,total_totdist,total_prgdist,short_cmp,short_att,short_cmppct,medium_cmp,medium_att,medium_cmppct,long_cmp,long_att,long_cmppct,xa,a-xag,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tklpct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succpct,take-ons_tkld,take-ons_tkldpct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1_3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,crdy_y,crdr_y,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,aerial_duels_won,aerial_duels_lost,aerial_duels_wonpct,season,crdy,crdr,xg_xag_total,position_primary,position_group,age_squared,log_market_value,psi,season_year,long_cmp_rate,predicted_value,value_gap,age_multiplier,future_value,value_gap_future,youth_safety_penalty,pass_completion_rate,psxg,aerial_duels_wonpct_pct,take-ons_succpct_pct,xg_per90_pct,medium_cmppct_pct,touches_def_pen_pct,carries_prgdist_pct,sh_pct,goals_per90_pct,long_cmppct_pct,progression_prgr_pct,progression_prgp_pct,total_cmppct_pct,xag_per90_pct,assists_per90_pct,short_cmppct_pct,long_cmp_rate_pct,blocks_blocks_pct,tackles_tkl_pct,int_pct,predicted_value_new,team_fit_score,ranking_score
367,Mykhailo Mudryk,Chelsea,50.0,ua UKR,"FW,MF",21.0,2001.0,15,7,657,7.3,0,2,2,0,0,0,1.0,0.0,1.9,1.9,0.9,2.8,25,20,43,0.0,0.273972602739726,0.27,0.0,0.27,0.2602739726027397,0.1232876712328767,0.38,0.25,0.38,Matches,0,14,5,35.7,1.92,0.68,0.0,0.0,18.4,0,0,0,1.9,1.9,0.13,-1.9,-1.9,161,216,74.5,2112,668,104,126,82.5,35,48,72.9,9,23,0.391,1.2,1.1,11,9,2,4,5,4,13,30.8,9,7,1,6,323,0.0055205047318611,40,112,175,28,323,39,13,33.3,20,51.3,194,1438,689,25,20,7,29,11,207,43,1.0,0.0,0.0,8.0,12.0,1.0,25.0,0.0,9.0,0.0,0.0,0.0,35.0,5.0,8.0,38.5,2022-23,,,2.8,FW,Forward,441.0,3.9318256327243257,0.0007946110648277,2022,0.391304347826087,11.800068920535356,-24.857142857142858,1.2,14.750086150669194,-35.24991384933081,-5,74.5,1.9,,0.3612903225806451,0.5548387096774193,,,,0.4516129032258064,0.1903225806451612,,0.4580645161290322,,,0.5645161290322581,,,,,,,11.800068920535356,,
448,Georginio Rutter,Leeds United,18.0,fr FRA,"FW,MF",20.0,2002.0,11,1,273,3.0,0,1,1,0,0,0,0.0,0.0,0.4,0.4,0.3,0.7,5,6,21,0.0,0.3296703296703296,0.33,0.0,0.33,0.1318681318681318,0.0989010989010989,0.22,0.13,0.22,Matches,0,4,0,0.0,1.32,0.0,0.0,,14.0,0,0,0,0.4,0.4,0.1,-0.4,-0.4,31,62,50.0,439,97,19,33,57.6,9,16,56.3,2,2,1.0,0.2,0.7,10,9,5,3,2,5,8,62.5,3,5,0,5,124,0.0031545741324921,13,47,65,20,124,25,9,36.0,13,52.0,76,351,126,5,1,3,15,14,86,21,0.0,0.0,0.0,5.0,6.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,7.0,11.0,9.0,55.0,2022-23,,,0.7,FW,Forward,400.0,2.9444389791664403,0.0004589533798609,2022,1.0,5.6713268465854805,0.7142857142857153,1.3,7.08915855823185,-10.910841441768149,-5,50.0,0.4,,0.432258064516129,0.2935483870967741,,,,0.2774193548387096,0.1903225806451612,,0.3209677419354839,,,0.4677419354838709,,,,,,,5.6713268465854805,,
464,Gianluca Scamacca,West Ham,22.0,it ITA,FW,23.0,1999.0,16,11,926,10.3,3,0,3,3,0,0,3.0,0.0,2.5,2.5,0.7,3.1,13,17,48,0.2915766738660907,0.0,0.29,0.29,0.29,0.2429805615550755,0.0680345572354211,0.31,0.24,0.31,Matches,3,30,10,33.3,2.92,0.97,0.1,0.3,18.7,1,0,0,2.5,2.5,0.08,0.5,0.5,118,177,66.7,2014,378,63,85,74.1,31,52,59.6,17,21,0.81,0.5,-0.7,10,5,1,3,6,2,2,100.0,0,3,0,3,273,0.0039432176656151,13,136,127,38,273,15,7,46.7,6,40.0,143,660,282,13,7,3,23,19,203,48,3.0,0.0,0.0,16.0,10.0,6.0,1.0,4.0,5.0,0.0,0.0,0.0,23.0,17.0,21.0,44.7,2022-23,,,3.2,FW,Forward,529.0,3.1354942159291497,0.0017965761444557,2022,0.8095238095238095,18.778418720533143,1.428571428571427,1.1,21.59518152861311,-0.4048184713868892,0,66.7,2.5,,0.6935483870967742,0.5,,,,0.6758064516129032,0.7,,0.4854838709677419,,,0.3677419354838709,,,,,,,18.778418720533143,,
61,Giulian Biancone,Nott'ham Forest,6.0,fr FRA,DF,22.0,2000.0,2,0,17,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,15,21,71.4,253,126,6,7,85.7,8,10,80.0,1,3,0.3329999999999999,0.0,0.0,2,1,2,0,0,1,1,100.0,0,0,0,0,25,0.001577287066246,19,5,1,0,25,0,0,0.0,0,,10,76,61,2,1,0,0,0,13,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,100.0,2022-23,,,0.0,DF,Defender,484.0,1.9459101490553128,0.0846896472893459,2022,0.3333333333333333,5.175917604187282,4.941519266192319,1.2,5.952305244815373,-0.047694755184626736,-5,71.4,0.0,0.989041095890411,,,,,0.1205479452054794,,,,,0.0383561643835616,,,,,,0.0534246575342465,0.1232876712328767,0.3246575342465753,5.175917604187282,,
213,Goncalo Guedes,Wolves,23.0,pt POR,"FW,MF",25.0,1996.0,13,8,707,7.9,1,1,2,1,0,0,1.0,0.0,1.2,1.2,0.5,1.7,20,16,54,0.1272984441301273,0.1272984441301273,0.25,0.13,0.25,0.1527581329561527,0.0636492220650636,0.22,0.15,0.22,Matches,1,19,6,31.6,2.42,0.76,0.05,0.17,18.4,1,0,0,1.2,1.2,0.06,-0.2,-0.2,138,201,68.7,2297,526,82,97,84.5,40,56,71.4,13,26,0.5,0.5,0.5,8,6,4,3,1,5,8,62.5,3,4,0,4,280,0.002365930599369,28,105,153,30,280,15,5,33.3,7,46.7,174,1303,644,20,12,7,17,7,199,54,1.0,0.0,0.0,11.0,24.0,5.0,27.0,1.0,6.0,0.0,0.0,0.0,34.0,7.0,11.0,38.9,2022-23,,,1.7,FW,Forward,625.0,3.1780538303479458,0.0009451713169414,2022,0.5,13.930594143015231,-3.571428571428573,1.0,14.627123850165994,-8.372876149834006,-5,68.7,1.2,,0.3612903225806451,0.3419354838709677,,,,0.5177419354838709,0.4419354838709677,,0.5048387096774194,,,0.3290322580645161,,,,,,,13.930594143015231,,
559,Granit Xhaka,Arsenal,20.0,ch SUI,MF,29.0,1992.0,37,36,2993,33.3,7,7,14,7,0,0,4.0,0.0,4.7,4.7,5.2,9.9,42,196,175,0.2104911460073505,0.2104911460073505,0.42,0.21,0.42,0.1413297694620781,0.1563648513197461,0.3,0.14,0.3,Matches,7,40,14,35.0,1.2,0.42,0.18,0.5,16.6,3,0,0,4.7,4.7,0.12,2.3,2.3,1382,1632,84.7,22642,5919,675,762,88.6,552,635,86.9,113,139,0.813,4.0,1.8,34,27,11,18,5,16,41,39.0,25,28,10,18,1891,0.0662460567823343,341,900,658,106,1891,29,16,55.2,10,34.5,1113,4243,2162,42,38,9,35,25,1397,175,4.0,0.0,0.0,26.0,39.0,5.0,39.0,15.0,27.0,0.0,0.0,0.0,152.0,37.0,30.0,55.2,2022-23,,,9.9,MF,Midfielder,841.0,3.044522437723423,0.0015023963352548,2022,0.8129496402877698,43.04007991856018,4.700134121617058,0.9,40.88807592263217,20.88807592263217,0,84.7,4.7,,0.7771428571428571,0.6971428571428572,,,,,0.8542857142857143,,0.96,,,0.7942857142857143,0.8714285714285714,,,,,,43.04007991856018,,
465,Gustavo Scarpa,Nott'ham Forest,10.0,br BRA,"MF,FW",28.0,1994.0,6,2,181,2.0,0,0,0,0,0,0,1.0,0.0,0.3,0.3,0.0,0.3,9,12,4,0.0,0.0,0.0,0.0,0.0,0.149171270718232,0.0,0.14,0.13,0.14,Matches,0,7,1,14.3,3.48,0.5,0.0,0.0,26.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,51,78,65.4,1112,454,16,19,84.2,26,31,83.9,8,18,0.444,0.0,0.0,5,2,3,1,1,2,5,40.0,3,4,0,4,108,0.002365930599369,24,58,27,1,108,4,1,25.0,2,50.0,67,515,313,9,5,0,1,0,71,4,1.0,0.0,0.0,4.0,8.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,12.0,1.0,2.0,33.3,2022-23,,,0.3,MF,Midfielder,784.0,2.3978952727983707,0.0,2022,0.4444444444444444,7.677933248146524,-6.988313986974794,1.0,7.294036585739198,-2.7059634142608022,-5,65.4,0.3,,0.2157142857142857,0.7314285714285714,,,,,0.2542857142857143,,0.2614285714285714,,,0.1142857142857142,0.2557142857142857,,,,,,7.677933248146524,,
567,Hakim Ziyech,Chelsea,16.0,ma MAR,"FW,MF",29.0,1993.0,18,6,661,7.3,0,3,3,0,0,0,1.0,0.0,0.6,0.6,2.2,2.8,20,42,69,0.0,0.4084720121028744,0.41,0.0,0.41,0.0816944024205748,0.2995461422087746,0.38,0.08,0.38,Matches,0,16,3,18.8,2.18,0.41,0.0,0.0,22.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6,258,400,64.5,4222,1570,148,169,87.6,82,133,61.7,24,66,0.364,1.5,0.8,20,12,12,5,3,4,9,44.4,5,8,0,8,505,0.0094637223974763,74,184,251,17,505,33,14,42.4,15,45.5,303,1505,657,20,17,7,12,13,354,69,1.0,0.0,0.0,12.0,14.0,3.0,66.0,5.0,12.0,0.0,0.0,0.0,46.0,0.0,5.0,0.0,2022-23,,,2.8000000000000003,FW,Forward,841.0,2.833213344056216,0.0006529034213755,2022,0.3636363636363636,14.533629197500039,12.785714285714285,0.9,13.806947737625036,-2.193052262374964,-5,64.5,0.6,,0.6241935483870967,0.1903225806451612,,,,0.4774193548387097,0.1903225806451612,,0.5870967741935483,,,0.9161290322580644,,,,,,,14.533629197500039,,
133,Halil Dervisoglu,Brentford,2.0,tr TUR,MF,22.0,1999.0,1,0,8,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.31,Matches,0,1,0,0.0,11.25,0.0,0.0,,31.9,0,0,0,0.0,0.0,0.03,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0.0,0,0,1,0,1,0,0,0.0,0,,2,13,0,0,0,1,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,,,0.0,MF,Midfielder,484.0,1.0986122886681098,0.0,2022,0.0,4.406139254371646,10.554346611397223,1.2,5.067060142527392,3.0670601425273922,-5,0.0,0.0,,0.0957142857142857,0.1142857142857142,,,,,0.2542857142857143,,0.0671428571428571,,,0.1142857142857142,0.2557142857142857,,,,,,4.406139254371646,,
396,David Ozoh,Crystal Palace,0.0,eng ENG,FW,17.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,3,3,100.0,24,0,3,3,100.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,4,0.0,0,0,4,0,4,0,0,0.0,0,,2,1,1,0,0,0,1,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23,,,0.0,FW,Forward,289.0,0.0,0.0,2022,0.0,1.4817608970757803,16.0,1.3,1.8522011213447254,1.8522011213447254,-5,100.0,0.0,,0.0903225806451612,0.0790322580645161,,,,0.0709677419354838,0.1903225806451612,,0.0338709677419354,,,0.1032258064516129,,,,,,,1.4817608970757803,,
428,Harrison Reed,Fulham,18.0,eng ENG,MF,27.0,1995.0,37,35,2866,31.8,3,4,7,3,0,0,5.0,0.0,1.9,1.9,4.1,6.0,30,102,107,0.0942079553384508,0.1256106071179344,0.22,0.09,0.22,0.0596650383810188,0.1287508722958827,0.19,0.06,0.19,Matches,3,20,7,35.0,0.63,0.22,0.15,0.43,20.1,0,0,0,1.9,1.9,0.09,1.1,1.1,988,1281,77.1,15467,3661,517,612,84.5,355,421,84.3,76,133,0.5710000000000001,2.0,-0.1,44,27,17,21,6,16,51,31.4,35,54,12,42,1585,0.0449526813880126,292,842,463,50,1585,28,10,35.7,16,57.1,765,3430,1141,30,22,4,44,25,972,107,5.0,0.0,0.0,38.0,21.0,4.0,54.0,19.0,27.0,0.0,0.0,1.0,160.0,29.0,36.0,44.6,2022-23,,,6.0,MF,Midfielder,729.0,2.9444389791664403,0.0009059231549558,2022,0.5714285714285714,28.10640188577566,5.26274200852637,1.0,26.701081791486878,8.701081791486878,0,77.1,1.9,,0.3371428571428571,0.4428571428571428,,,,,0.6571428571428571,,0.8714285714285714,,,0.7,0.7457142857142857,,,,,,28.10640188577566,,
266,Harry Kane,Tottenham,90.0,eng ENG,FW,29.0,1993.0,38,38,3405,37.8,30,3,33,25,5,6,6.0,0.0,21.4,16.7,7.0,23.7,60,180,193,0.7929515418502203,0.079295154185022,0.87,0.66,0.74,0.5656387665198238,0.185022026431718,0.75,0.44,0.63,Matches,30,124,54,43.5,3.28,1.43,0.2,0.46,16.0,4,5,6,21.4,16.7,0.13,8.6,8.3,642,921,69.7,12295,4345,286,368,77.7,236,302,78.1,103,164,0.628,4.0,-4.0,15,12,1,6,8,7,21,33.3,14,27,7,20,1328,0.0220820189274447,106,646,599,167,1322,108,40,37.0,53,49.1,834,4546,1842,60,50,21,74,58,1031,193,6.0,0.0,0.0,31.0,56.0,16.0,37.0,2.0,12.0,2.0,0.0,0.0,96.0,66.0,81.0,44.9,2022-23,,,28.4,FW,Forward,841.0,4.51085950651685,0.004665060047415,2022,0.6280487804878049,67.98029087049602,-40.71428571428572,0.9,64.58127632697122,-25.41872367302878,0,69.7,21.4,,0.4677419354838709,0.9129032258064516,,,,1.0,0.9774193548387096,,0.8806451612903226,,,0.7387096774193549,,,,,,,67.98029087049602,,
318,Harry Maguire,Manchester Utd,20.0,eng ENG,DF,29.0,1993.0,16,8,767,8.5,0,0,0,0,0,0,4.0,0.0,0.3,0.3,0.0,0.4,8,26,4,0.0,0.0,0.0,0.0,0.0,0.0352020860495436,0.0,0.04,0.04,0.04,Matches,0,3,0,0.0,0.35,0.0,0.0,,9.0,0,0,0,0.3,0.3,0.12,-0.3,-0.3,491,577,85.1,9892,3056,147,165,89.1,276,304,90.8,58,93,0.624,0.1,0.0,8,6,6,1,1,4,5,80.0,1,18,11,7,672,0.0607255520504731,353,291,32,9,672,3,2,66.7,1,33.3,414,2286,1449,8,6,1,1,0,448,4,4.0,0.0,0.0,8.0,4.0,0.0,1.0,13.0,6.0,0.0,0.0,0.0,55.0,25.0,22.0,53.2,2022-23,,,0.3,DF,Defender,841.0,3.044522437723423,0.0956722316866858,2022,0.6236559139784946,12.261491857112269,-15.374104171735285,0.9,11.648417264256654,-8.351582735743346,-5,85.1,0.3,0.5904109589041096,,,,,0.6246575342465753,,,,,0.3945205479452054,,,,,,0.552054794520548,0.2630136986301369,0.5726027397260274,12.261491857112269,,
489,Harry Souttar,Leicester City,15.0,au AUS,DF,23.0,1998.0,12,11,992,11.0,0,1,1,0,0,0,2.0,0.0,1.4,1.4,0.2,1.6,6,29,4,0.0,0.0907258064516129,0.09,0.0,0.09,0.127016129032258,0.0181451612903225,0.15,0.13,0.15,Matches,0,8,1,12.5,0.73,0.09,0.0,0.0,9.6,0,0,0,1.4,1.4,0.18,-1.4,-1.4,448,555,80.7,8500,3295,145,160,90.6,265,303,87.5,34,76,0.447,0.1,0.8,15,9,10,5,0,7,18,38.9,11,16,12,4,663,0.0820189274447949,365,282,20,15,663,5,3,60.0,0,0.0,390,1878,948,6,2,1,3,0,420,4,2.0,0.0,0.0,5.0,5.0,1.0,0.0,12.0,9.0,0.0,0.0,1.0,45.0,38.0,6.0,86.4,2022-23,,,1.6,DF,Defender,529.0,2.772588722239781,0.1391385164141857,2022,0.4473684210526316,9.617673853703069,6.088439254875684,1.1,11.060324931758528,-3.9396750682414723,0,80.7,1.4,0.9753424657534246,,,,,0.4904109589041096,,,,,0.4191780821917808,,,,,,0.4917808219178082,0.4054794520547945,0.5547945205479452,9.617673853703069,,
513,Harry Toffolo,Nott'ham Forest,3.5,eng ENG,DF,26.0,1995.0,19,9,940,10.4,0,0,0,0,0,0,2.0,0.0,0.3,0.3,0.8,1.0,8,29,43,0.0,0.0,0.0,0.0,0.0,0.0287234042553191,0.076595744680851,0.1,0.03,0.1,Matches,0,6,2,33.3,0.57,0.19,0.0,0.0,17.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,242,387,62.5,3806,1892,136,166,81.9,92,148,62.2,11,47,0.2339999999999999,0.9,-0.8,17,8,10,4,3,10,14,71.4,4,16,8,8,498,0.0378548895899053,175,179,151,12,498,9,3,33.3,5,55.6,191,721,342,8,6,4,10,6,223,43,2.0,0.0,0.0,10.0,5.0,0.0,29.0,10.0,8.0,0.0,1.0,0.0,54.0,13.0,14.0,48.1,2022-23,,,1.1,DF,Defender,676.0,1.5040773967762742,0.1122234504263388,2022,0.2340425531914893,6.486223754139126,6.656791756237217,1.0,6.8105349418460825,3.3105349418460825,0,62.5,0.3,0.5013698630136987,,,,,0.2684931506849315,,,,,0.4191780821917808,,,,,,0.4917808219178082,0.4315068493150685,0.5178082191780822,6.486223754139126,,
553,Harry Wilson,Fulham,16.0,wls WAL,FW,25.0,1997.0,29,13,1100,12.2,2,3,5,2,0,0,1.0,0.0,2.0,2.0,0.9,2.9,18,37,87,0.1636363636363636,0.2454545454545454,0.41,0.16,0.41,0.1636363636363636,0.0736363636363636,0.24,0.16,0.24,Matches,2,18,4,22.2,1.47,0.33,0.11,0.5,16.0,1,0,0,2.0,2.0,0.11,0.0,0.0,310,404,76.7,4943,1086,163,192,84.9,105,127,82.7,25,46,0.543,1.0,2.1,21,13,9,9,3,8,18,44.4,10,17,2,15,551,0.0141955835962145,89,214,253,37,551,33,12,36.4,14,42.4,343,1989,780,18,16,8,23,15,397,87,1.0,0.0,0.0,11.0,32.0,2.0,22.0,6.0,13.0,2.0,0.0,0.0,54.0,4.0,12.0,25.0,2022-23,,,2.9,FW,Forward,625.0,2.833213344056216,0.0011263828556042,2022,0.5434782608695652,16.400165527972895,-0.8571428571428577,1.0,17.22017380437154,1.2201738043715409,0,76.7,2.0,,0.4370967741935483,0.3661290322580645,,,,0.5032258064516129,0.5,,0.667741935483871,,,0.3967741935483871,,,,,,,16.400165527972895,,
48,Harvey Barnes,Leicester City,35.0,eng ENG,"FW,MF",24.0,1997.0,34,32,2711,30.1,13,1,14,13,0,0,3.0,0.0,8.9,8.9,3.1,12.0,100,79,257,0.4315750645518259,0.0331980818886019,0.46,0.43,0.46,0.2954629288085577,0.1029140538546661,0.4,0.3,0.4,Matches,13,72,34,47.2,2.39,1.13,0.18,0.38,15.9,0,0,0,8.9,8.9,0.12,4.1,4.1,549,786,69.8,7152,2004,363,462,78.6,142,210,67.6,17,37,0.459,2.2,-2.1,26,14,8,14,4,14,42,33.3,28,32,1,31,1143,0.0134069400630914,128,435,600,133,1143,91,27,29.7,53,58.2,734,5174,2749,100,72,48,75,42,900,257,3.0,0.0,0.0,38.0,37.0,9.0,44.0,8.0,14.0,0.0,0.0,0.0,101.0,29.0,57.0,33.7,2022-23,,,12.0,FW,Forward,576.0,3.58351893845611,0.0025136909909279,2022,0.4594594594594595,50.31752684100559,4.857142857142854,1.1,52.83340318305587,17.83340318305587,0,69.8,8.9,,0.3064516129032258,0.6290322580645161,,,,0.935483870967742,0.8258064516129032,,0.9612903225806452,,,0.4838709677419355,,,,,,,50.31752684100559,,
157,Harvey Elliott,Liverpool,35.0,eng ENG,"MF,FW",19.0,2003.0,32,18,1613,17.9,1,2,3,1,0,0,2.0,0.0,2.1,2.1,3.5,5.6,54,142,129,0.0557966522008679,0.1115933044017358,0.17,0.06,0.17,0.1171729696218227,0.1952882827030378,0.31,0.12,0.31,Matches,1,36,12,33.3,2.01,0.67,0.03,0.08,19.3,0,0,0,2.1,2.1,0.06,-1.1,-1.1,809,1009,80.2,12346,3197,442,494,89.5,296,363,81.5,45,85,0.529,4.3,-1.5,27,18,6,12,9,9,37,24.3,28,26,1,25,1194,0.0110410094637223,147,566,491,50,1194,42,19,45.2,15,35.7,759,3981,1943,54,40,10,26,23,867,129,2.0,0.0,0.0,14.0,25.0,2.0,34.0,15.0,18.0,0.0,0.0,0.0,122.0,4.0,16.0,20.0,2022-23,,,5.6,MF,Midfielder,361.0,3.58351893845611,0.0009278180282062,2022,0.5294117647058824,33.81664940104808,-3.131752583489945,1.3,42.270811751310106,7.270811751310106,0,80.2,2.1,,0.5285714285714286,0.64,,,,,0.58,,0.9028571428571428,,,0.8628571428571429,0.7028571428571428,,,,,,33.81664940104808,,
547,Harvey White,Tottenham,0.6,eng ENG,MF,20.0,2001.0,1,0,5,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,3,8,37.5,54,21,2,3,66.7,0,2,0.0,1,3,0.3329999999999999,0.0,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,8,0.0,0,4,4,0,8,0,0,0.0,0,,5,11,4,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,2022-23,,,0.0,MF,Midfielder,400.0,0.4700036292457356,0.0,2022,0.3333333333333333,4.529964668514894,10.700437458738872,1.3,5.662455835643617,5.062455835643617,-5,37.5,0.0,,0.0957142857142857,0.1142857142857142,,,,,0.2542857142857143,,0.1571428571428571,,,0.1142857142857142,0.2557142857142857,,,,,,4.529964668514894,,
72,Hugo Bueno,Wolves,6.0,es ESP,DF,19.0,2002.0,21,16,1310,14.6,0,1,1,0,0,0,1.0,0.0,0.2,0.2,1.3,1.5,52,39,64,0.0,0.0687022900763358,0.07,0.0,0.07,0.0137404580152671,0.0893129770992366,0.1,0.01,0.1,Matches,0,4,1,25.0,0.27,0.07,0.0,0.0,18.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,547,679,80.6,7697,2227,340,369,92.1,174,214,81.3,19,54,0.352,1.0,-0.3,33,16,23,6,4,17,33,51.5,16,14,1,13,835,0.0417981072555205,318,275,249,14,835,34,14,41.2,14,41.2,396,2714,1422,52,29,4,16,11,446,64,1.0,0.0,0.0,7.0,7.0,1.0,60.0,10.0,16.0,0.0,0.0,0.0,90.0,10.0,17.0,37.0,2022-23,,,1.5,DF,Defender,361.0,1.9459101490553128,0.1484969157950176,2022,0.3518518518518518,18.12232009229681,19.369656433610047,1.3,22.65290011537101,16.65290011537101,0,80.6,0.2,0.3835616438356164,,,,,0.6109589041095891,,,,,0.5315068493150685,,,,,,0.4589041095890411,0.6671232876712329,0.5178082191780822,18.12232009229681,,
306,Hugo Lloris,Tottenham,3.0,fr FRA,GK,35.0,1986.0,25,25,2205,24.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,561,728,77.1,13442,8398,174,177,98.3,241,242,99.6,146,305,0.479,0.0,0.0,1,1,1,0,0,1,3,33.3,2,0,0,0,794,0.5701892744479495,792,2,0,0,794,0,0,0.0,0,,430,2401,1498,0,0,0,2,0,353,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,30.0,9.0,3.0,75.0,2022-23,,,0.0,GK,Goalkeeper,1225.0,1.3862943611198906,0.6486656367970892,2022,0.4786885245901639,5.356243975342519,2.4857142857142858,0.8,4.552807379041141,1.5528073790411412,0,77.1,0.0,,,,0.8157894736842105,0.618421052631579,,,,0.7763157894736842,,,0.7763157894736842,,,0.2171052631578947,0.7763157894736842,,,,5.356243975342519,,
548,Joseph Whitworth,Crystal Palace,0.9,eng ENG,GK,18.0,2004.0,2,2,180,2.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,61,83,73.5,1486,886,12,12,100.0,36,37,97.3,13,34,0.382,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,87,0.0623028391167192,87,0,0,0,87,0,0,0.0,0,,52,208,109,0,0,0,0,0,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2022-23,,,0.0,GK,Goalkeeper,324.0,0.6418538861723948,0.3670656839900447,2022,0.3823529411764705,2.1237749152716416,6.314285714285714,1.3,2.6547186440895523,1.7547186440895524,-5,73.5,0.0,,,,0.3289473684210526,0.1842105263157894,,,,0.3026315789473684,,,0.6578947368421053,,,0.7828947368421053,0.3026315789473684,,,,2.1237749152716416,,
